displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,13.60
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,2.54
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,1.73
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,336.85
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,14.80
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,13.60
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,7.15
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,1.74
Dividend Yield - 5 Year Average,dividendYield5YearAverage,3.29
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,1.69
"Net Debt, LFI",netDebtLFI,2198903.00
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,1.74
Price to Book - most recent quarter,priceToBookMostRecentQuarter,1.73
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,2.26
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,8.46
Peg Ratio,pegRatio,1.13
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,336.85
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,13.60
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,19.46
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,13.60
Price to sales - trailing 12 month,priceToSalesTrailing12Month,1.69
"Net Debt, LFY",netDebtLFY,2198903.00
