displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,230.12,,,2019,Annual
Cash Equivalents ,CashEquivalents,93.62,,,2019,Annual
Short Term Investments ,ShortTermInvestments,1216.94,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,1540.68,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,12363.52,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,16797.80,,,2019,Annual
Total Inventory ,TotalInventory,8251.62,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,21656.28,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,48246.38,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,306530.98,,,2019,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-38238.03,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,268292.95,,,2019,Annual
Intangibles Net ,IntangiblesNet,827.74,,,2019,Annual
Total Utility Plant Net ,TotalUtilityPlantNet,260.70,,,2019,Annual
Long Term Investments ,LongTermInvestments,8132.31,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,15589.72,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,5311.36,,,2019,Annual
Total Assets ,TotalAssets,346661.16,,,2019,Annual
Accounts Payable ,AccountsPayable,8614.32,,,2019,Annual
Accrued Expenses ,AccruedExpenses,2713.97,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,17368.85,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,8625.67,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,37329.74,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,74652.55,,,2019,Annual
Long Term Debt ,LongTermDebt,146913.40,,,2019,Annual
Capital Lease Obligations ,CapitalLeaseObligations,150.31,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,147063.71,,,2019,Annual
Total Debt ,TotalDebt,173058.23,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,3928.11,,,2019,Annual
Minority Interest ,MinorityInterest,2908.20,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,6752.38,,,2019,Annual
Total Liabilities ,TotalLiabilities,235304.95,,,2019,Annual
Common Stock Total ,CommonStockTotal,9894.56,,,2019,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,2228.46,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),104410.81,,,2019,Annual
Other Equity Total ,OtherEquityTotal,-5177.62,,,2019,Annual
Total Equity ,TotalEquity,111356.21,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,346661.16,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,989.46,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,111.71,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
