displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,12.51
"Revenue growth rate, 5 year",revenueGrowthRate5Year,11.44
"EPS growth rate, 5 year",ePSGrowthRate5Year,15.56
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,4.64
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,6.05
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,12.00
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),11.90
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,-21.72
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,9.25
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,10.23
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,17.76
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,5.38
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,12.35
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,9.59
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),23.36
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,10.88
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,9.98
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,4.51
