displayName,key,value
Market Cap,marketCap,322753.53
52 week Low Date,52WeekLowDate,2025-02-17T00:00:00
Price - 1 Day % Change,price1DayPercentChange,-0.18
Relative (S&P500) price percent change - 13 week,relativePricePercentChange13Week,-11.22
Avg trading volume last 10 days,avgTradingVolumeLast10Days,16.71
Price - 13 week price percent change,price13WeekPricePercentChange,-2.74
Price - 52 week price percent change,price52WeekPricePercentChange,-3.62
Avg Trading Volume Last 3 months,avgTradingVolumeLast3months,280.46
Price - 5 Day % Change,price5DayPercentChange,-3.15
Price % Change Month To Date,pricePercentChangeMonthToDate,-1.57
Relative (S&P500) price percent change - 04 week,relativePricePercentChange-04week,-4.65
52 week High Date,52WeekHighDate,2024-09-30T00:00:00
Price - 26 week price percent change,price26WeekPricePercentChange,-10.97
PDATE,PDATE,2025-06-05T00:00:00
Price - YTD price percent change,priceYTDPricePercentChange,-1.41
Relative (S&P500) price percent change - 52 week,relativePricePercentChange52Week,-11.98
NPRICE,NPRICE,328.65
Relative (S&P500) price percent change - 26 week,relativePricePercentChange26Week,-10.62
52 week Low,52WeekLow,292.80
52 week High,52WeekHigh,448.45
Beta,beta,0.98
Relative (S&P500) price percent change - Year to Date,relativePricePercentChangeYearToDate,-5.41
