displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,20520.91,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,13787.83,,,2022,Annual
Non- Cash Items ,Non-CashItems,7638.44,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-158.95,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,41788.23,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-24444.42,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,1553.50,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-22890.92,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-12732.88,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-7106.93,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,668.25,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-19171.56,,,2022,Annual
Net Changein Cash ,NetChangeinCash,-274.25,,,2022,Annual
Cash Interest Paid ,CashInterestPaid,12732.88,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,2618.91,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
