Date,Price on NSE
2024-06-06,349.75
2024-06-07,360.6
2024-06-10,364.9
2024-06-11,367.4
2024-06-12,371.3
2024-06-13,369.95
2024-06-14,368.45
2024-06-18,369.65
2024-06-19,362.5
2024-06-20,357.65
2024-06-21,359.8
2024-06-24,362.75
2024-06-25,360.85
2024-06-26,365.05
2024-06-27,377.15
2024-06-28,378.35
2024-07-01,369.75
2024-07-02,370.4
2024-07-03,372.65
2024-07-04,372.95
2024-07-05,379.8
2024-07-08,377.45
2024-07-09,377.05
2024-07-10,381.4
2024-07-11,377.1
2024-07-12,377.15
2024-07-15,385.65
2024-07-16,380.45
2024-07-18,377.75
2024-07-19,364.65
2024-07-22,373.5
2024-07-23,382.45
2024-07-24,392.6
2024-07-25,392.15
2024-07-26,396.3
2024-07-29,393.9
2024-07-30,406.95
2024-07-31,416.0
2024-08-01,423.45
2024-08-02,419.7
2024-08-05,413.25
2024-08-06,415.0
2024-08-07,416.3
2024-08-08,407.7
2024-08-09,410.65
2024-08-12,400.85
2024-08-13,396.2
2024-08-14,396.35
2024-08-16,398.05
2024-08-19,403.1
2024-08-20,406.25
2024-08-21,408.95
2024-08-22,403.35
2024-08-23,401.95
2024-08-26,414.85
2024-08-27,409.65
2024-08-28,409.05
2024-08-29,409.9
2024-08-30,416.2
2024-09-02,410.0
2024-09-03,406.4
2024-09-04,405.1
2024-09-05,403.25
2024-09-06,394.8
2024-09-09,389.85
2024-09-10,396.3
2024-09-11,389.65
2024-09-12,404.85
2024-09-13,401.4
2024-09-16,411.1
2024-09-17,416.3
2024-09-18,414.15
2024-09-19,423.95
2024-09-20,423.95
2024-09-23,428.35
2024-09-24,428.1
2024-09-25,436.1
2024-09-26,434.6
2024-09-27,436.9
2024-09-30,443.2
2024-10-01,440.1
2024-10-03,435.35
2024-10-04,430.45
2024-10-07,415.45
2024-10-08,420.95
2024-10-09,418.45
2024-10-10,422.7
2024-10-11,422.5
2024-10-14,424.5
2024-10-15,426.6
2024-10-16,424.25
2024-10-17,417.75
2024-10-18,424.95
2024-10-21,425.0
2024-10-22,415.75
2024-10-23,408.3
2024-10-24,411.9
2024-10-25,398.9
2024-10-28,403.9
2024-10-29,412.15
2024-10-30,408.5
2024-10-31,408.15
2024-11-01,411.35
2024-11-04,400.95
2024-11-05,403.1
2024-11-06,408.9
2024-11-07,403.8
2024-11-08,397.65
2024-11-11,392.55
2024-11-12,380.3
2024-11-13,381.35
2024-11-14,372.5
2024-11-18,366.7
2024-11-19,366.7
2024-11-21,356.15
2024-11-22,365.45
2024-11-25,368.4
2024-11-26,361.65
2024-11-27,369.3
2024-11-28,362.05
2024-11-29,363.65
2024-12-02,358.2
2024-12-03,367.45
2024-12-04,372.75
2024-12-05,369.15
2024-12-06,369.5
2024-12-09,369.85
2024-12-10,369.15
2024-12-11,365.5
2024-12-12,355.6
2024-12-13,357.15
2024-12-16,352.9
2024-12-17,349.05
2024-12-18,341.75
2024-12-19,337.4
2024-12-20,333.25
2024-12-23,333.65
2024-12-24,335.3
2024-12-26,334.65
2024-12-27,335.0
2024-12-30,331.4
2024-12-31,333.35
2025-01-01,333.65
2025-01-02,338.0
2025-01-03,339.85
2025-01-06,327.5
2025-01-07,328.6
2025-01-08,325.4
2025-01-09,320.35
2025-01-10,308.25
2025-01-13,298.2
2025-01-14,310.4
2025-01-15,321.35
2025-01-16,325.5
2025-01-17,326.15
2025-01-20,336.05
2025-01-21,324.3
2025-01-22,322.4
2025-01-23,323.65
2025-01-24,323.65
2025-01-27,322.2
2025-01-28,318.25
2025-01-29,321.25
2025-01-30,323.0
2025-01-31,324.0
2025-02-01,317.7
2025-02-03,311.25
2025-02-04,319.1
2025-02-05,319.6
2025-02-06,312.8
2025-02-07,316.95
2025-02-10,310.5
2025-02-11,305.6
2025-02-12,306.25
2025-02-13,306.7
2025-02-14,300.35
2025-02-17,302.35
2025-02-18,311.2
2025-02-19,314.8
2025-02-20,325.15
2025-02-21,326.25
2025-02-24,320.1
2025-02-25,318.7
2025-02-27,315.7
2025-02-28,311.45
2025-03-03,314.4
2025-03-04,313.75
2025-03-05,326.2
2025-03-06,337.9
2025-03-07,329.55
2025-03-10,329.4
2025-03-11,330.3
2025-03-12,330.15
2025-03-13,331.9
2025-03-17,331.65
2025-03-18,337.35
2025-03-19,341.3
2025-03-20,341.75
2025-03-21,351.3
2025-03-24,366.95
2025-03-25,366.95
2025-03-26,354.65
2025-03-27,360.65
2025-03-28,357.6
2025-04-01,352.15
2025-04-02,351.75
2025-04-03,358.9
2025-04-04,350.4
2025-04-07,349.8
2025-04-08,352.95
2025-04-09,349.35
2025-04-11,360.1
2025-04-15,362.5
2025-04-16,359.3
2025-04-17,364.0
2025-04-21,364.55
2025-04-22,360.25
2025-04-23,363.8
2025-04-24,363.2
2025-04-25,356.45
2025-04-28,361.5
2025-04-29,356.95
2025-04-30,354.55
2025-05-02,348.45
2025-05-05,348.6
2025-05-06,341.8
2025-05-07,342.05
2025-05-08,340.0
2025-05-09,334.75
2025-05-12,348.55
2025-05-13,341.5
2025-05-14,338.55
2025-05-15,341.95
2025-05-16,343.1
2025-05-19,345.15
2025-05-20,342.6
2025-05-21,346.15
2025-05-22,341.4
2025-05-23,344.6
2025-05-26,343.5
2025-05-27,338.55
2025-05-28,340.05
2025-05-29,339.35
2025-05-30,333.9
2025-06-02,332.55
2025-06-03,328.25
2025-06-04,329.25
2025-06-05,328.65
2025-06-06,332.85
