displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,425.23,,,2020,Annual
Cash Equivalents ,CashEquivalents,164.29,,,2020,Annual
Short Term Investments ,ShortTermInvestments,1756.86,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,2346.38,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,20370.80,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,25452.46,,,2020,Annual
Total Inventory ,TotalInventory,11138.54,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,17968.49,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,56905.87,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,235636.89,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-48845.39,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,285002.44,,,2020,Annual
Intangibles Net ,IntangiblesNet,923.86,,,2020,Annual
Total Utility Plant Net ,TotalUtilityPlantNet,384.96,,,2020,Annual
Long Term Investments ,LongTermInvestments,9306.59,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,12752.05,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,12111.36,,,2020,Annual
Total Assets ,TotalAssets,377387.13,,,2020,Annual
Accounts Payable ,AccountsPayable,10108.58,,,2020,Annual
Accrued Expenses ,AccruedExpenses,3348.95,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,16556.23,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,8053.42,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,26270.92,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,64338.10,,,2020,Annual
Long Term Debt ,LongTermDebt,175282.61,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,737.41,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,176020.02,,,2020,Annual
Total Debt ,TotalDebt,200629.67,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,7617.11,,,2020,Annual
Minority Interest ,MinorityInterest,3317.19,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,7255.55,,,2020,Annual
Total Liabilities ,TotalLiabilities,258547.97,,,2020,Annual
Common Stock Total ,CommonStockTotal,9894.56,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,2228.46,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),111884.40,,,2020,Annual
Other Equity Total ,OtherEquityTotal,-5168.26,,,2020,Annual
Total Equity ,TotalEquity,118839.16,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,377387.13,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,989.46,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,119.17,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
