displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,1843.86,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,184.81,,,2020,Annual
Non- Cash Items ,Non-CashItems,-168.28,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-375.86,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,1484.53,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-244.17,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-1287.45,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-1531.62,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-23.99,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-432.53,,,2020,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,23.97,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,490.49,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,57.94,,,2020,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,5.69,,,2020,Annual
Net Changein Cash ,NetChangeinCash,16.54,,,2020,Annual
Cash Interest Paid ,CashInterestPaid,35.99,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,503.25,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
