displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,11599.55,,,2020,Annual
Total Revenue ,TotalRevenue,11599.55,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,6966.13,,,2020,Annual
Gross Profit ,GrossProfit,4633.42,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2391.14,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,184.55,,,2020,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,0.26,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),17.01,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,399.10,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,9958.19,,,2020,Annual
Operating Income ,OperatingIncome,1641.36,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,200.57,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,0.11,,,2020,Annual
Other Net ,OtherNet,2.26,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,1844.30,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,450.70,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1393.60,,,2020,Annual
Minority Interest ,MinorityInterest,9.03,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1402.63,,,2020,Annual
Net Income ,NetIncome,1402.63,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1402.63,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1402.63,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,1402.63,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,24.04,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,58.34,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,35.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,58.87,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
