displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,4250.29,,,2025,Interim
Total Revenue ,TotalRevenue,4250.29,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,2405.41,,,2025,Interim
Gross Profit ,GrossProfit,1844.88,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,201.95,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,73.93,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),24.64,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,889.27,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,3595.20,,,2025,Interim
Operating Income ,OperatingIncome,655.09,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-29.60,,,2025,Interim
Other Net ,OtherNet,55.61,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,681.10,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,176.22,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,504.88,,,2025,Interim
Minority Interest ,MinorityInterest,0.76,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,505.64,,,2025,Interim
Net Income ,NetIncome,505.64,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,505.64,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,505.64,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,505.64,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,24.09,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,20.99,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,21.75,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
