displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,102.38,,,2023,Annual
Short Term Investments ,ShortTermInvestments,1845.48,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,1947.86,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,394.30,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,1425.06,,,2023,Annual
Total Inventory ,TotalInventory,1233.02,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,43.70,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,96.59,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,4746.23,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,3934.48,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1462.29,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2577.19,,,2023,Annual
Goodwill Net ,GoodwillNet,128.16,,,2023,Annual
Intangibles Net ,IntangiblesNet,14.24,,,2023,Annual
Long Term Investments ,LongTermInvestments,1564.61,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,242.18,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,80.11,,,2023,Annual
Total Assets ,TotalAssets,9352.72,,,2023,Annual
Accounts Payable ,AccountsPayable,1448.81,,,2023,Annual
Accrued Expenses ,AccruedExpenses,174.38,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1316.03,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,115.18,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1080.00,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,4134.40,,,2023,Annual
Long Term Debt ,LongTermDebt,1551.80,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,14.36,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,1566.16,,,2023,Annual
Total Debt ,TotalDebt,2997.37,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,1.87,,,2023,Annual
Minority Interest ,MinorityInterest,30.23,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,85.79,,,2023,Annual
Total Liabilities ,TotalLiabilities,5818.45,,,2023,Annual
Common Stock Total ,CommonStockTotal,24.09,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,244.98,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),3230.29,,,2023,Annual
Other Equity Total ,OtherEquityTotal,34.91,,,2023,Annual
Total Equity ,TotalEquity,3534.27,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,9352.72,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,24.09,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,140.82,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
