displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,84.40
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,103.42
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,103.42
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,175.01
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,85.30
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,90.45
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,90.45
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,132.31
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,744.89
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,90.45
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,90.45
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,90.45
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,180.83
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,180.83
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,75.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,744.89
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,91.22
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,175.01
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,75.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,90.45
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,85.30
