displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,13136.14,,,2021,Annual
Total Revenue ,TotalRevenue,13136.14,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,7664.18,,,2021,Annual
Gross Profit ,GrossProfit,5471.96,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2541.55,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,197.59,,,2021,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,0.26,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),0.61,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,421.12,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,10825.31,,,2021,Annual
Operating Income ,OperatingIncome,2310.83,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,196.68,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,0.33,,,2021,Annual
Other Net ,OtherNet,5.77,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,2513.61,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,663.02,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1850.59,,,2021,Annual
Minority Interest ,MinorityInterest,13.31,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1863.90,,,2021,Annual
Net Income ,NetIncome,1863.90,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1863.90,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1863.90,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,1863.90,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,24.08,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,77.40,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,145.00,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,77.41,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
