displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,322.80,,,2024,Interim
Short Term Investments ,ShortTermInvestments,1773.98,,,2024,Interim
Cashand Short Term Investments ,CashandShortTermInvestments,2096.78,,,2024,Interim
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,467.18,,,2024,Interim
Total Receivables Net ,TotalReceivablesNet,1434.92,,,2024,Interim
Total Inventory ,TotalInventory,1202.99,,,2024,Interim
Prepaid Expenses ,PrepaidExpenses,40.40,,,2024,Interim
Other Current Assets Total ,OtherCurrentAssetsTotal,73.57,,,2024,Interim
Total Current Assets ,TotalCurrentAssets,4848.66,,,2024,Interim
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,4356.00,,,2024,Interim
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1753.06,,,2024,Interim
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2790.48,,,2024,Interim
Goodwill Net ,GoodwillNet,129.82,,,2024,Interim
Intangibles Net ,IntangiblesNet,10.90,,,2024,Interim
Long Term Investments ,LongTermInvestments,1101.14,,,2024,Interim
Note Receivable- Long Term ,NoteReceivable-LongTerm,126.63,,,2024,Interim
Other Long Term Assets Total ,OtherLongTermAssetsTotal,65.93,,,2024,Interim
Total Assets ,TotalAssets,9073.56,,,2024,Interim
Accounts Payable ,AccountsPayable,1627.48,,,2024,Interim
Accrued Expenses ,AccruedExpenses,182.73,,,2024,Interim
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,988.16,,,2024,Interim
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,151.95,,,2024,Interim
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1134.09,,,2024,Interim
Total Current Liabilities ,TotalCurrentLiabilities,4084.41,,,2024,Interim
Long Term Debt ,LongTermDebt,904.72,,,2024,Interim
Capital Lease Obligations ,CapitalLeaseObligations,20.13,,,2024,Interim
Total Long Term Debt ,TotalLongTermDebt,924.85,,,2024,Interim
Total Debt ,TotalDebt,2064.96,,,2024,Interim
Deferred Income Tax ,DeferredIncomeTax,2.06,,,2024,Interim
Minority Interest ,MinorityInterest,24.50,,,2024,Interim
Other Liabilities Total ,OtherLiabilitiesTotal,96.22,,,2024,Interim
Total Liabilities ,TotalLiabilities,5132.04,,,2024,Interim
Common Stock Total ,CommonStockTotal,24.09,,,2024,Interim
Additional Paid- In Capital ,AdditionalPaid-InCapital,244.98,,,2024,Interim
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),3634.10,,,2024,Interim
Other Equity Total ,OtherEquityTotal,38.35,,,2024,Interim
Total Equity ,TotalEquity,3941.52,,,2024,Interim
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,9073.56,,,2024,Interim
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,24.09,,,2024,Interim
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,157.80,,,2024,Interim
period Length ,periodLength,0.00,,,2024,Interim
