displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,61.91
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,1.34
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,30.97
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,398.77
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,54.58
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,61.91
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,43.08
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,32.00
Dividend Yield - 5 Year Average,dividendYield5YearAverage,2.01
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,7.52
"Net Debt, LFI",netDebtLFI,-8080.70
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,32.00
Price to Book - most recent quarter,priceToBookMostRecentQuarter,30.97
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,1.34
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,54.15
Peg Ratio,pegRatio,4.90
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,398.77
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,61.39
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,71.64
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,61.91
Price to sales - trailing 12 month,priceToSalesTrailing12Month,7.52
"Net Debt, LFY",netDebtLFY,-8080.70
