displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,81.23,,,2020,Annual
Short Term Investments ,ShortTermInvestments,1035.73,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,1116.96,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,418.17,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,1752.32,,,2020,Annual
Total Inventory ,TotalInventory,772.53,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,18.50,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,14.66,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,3674.97,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,2431.75,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-715.38,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1755.92,,,2020,Annual
Goodwill Net ,GoodwillNet,138.97,,,2020,Annual
Intangibles Net ,IntangiblesNet,8.37,,,2020,Annual
Long Term Investments ,LongTermInvestments,1900.13,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,314.04,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,49.83,,,2020,Annual
Total Assets ,TotalAssets,7842.23,,,2020,Annual
Accounts Payable ,AccountsPayable,1047.00,,,2020,Annual
Accrued Expenses ,AccruedExpenses,121.75,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,747.99,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,23.54,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,638.18,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,2578.46,,,2020,Annual
Long Term Debt ,LongTermDebt,764.88,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,16.99,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,781.87,,,2020,Annual
Total Debt ,TotalDebt,1553.40,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,12.69,,,2020,Annual
Minority Interest ,MinorityInterest,35.65,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,30.73,,,2020,Annual
Total Liabilities ,TotalLiabilities,3439.40,,,2020,Annual
Common Stock Total ,CommonStockTotal,24.03,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,116.62,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),4253.81,,,2020,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,0.02,,,2020,Annual
Other Equity Total ,OtherEquityTotal,8.35,,,2020,Annual
Total Equity ,TotalEquity,4402.83,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,7842.23,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,24.05,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,176.97,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
