displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,142.74,,,2021,Annual
Short Term Investments ,ShortTermInvestments,1431.67,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,1574.41,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,356.31,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,1678.95,,,2021,Annual
Total Inventory ,TotalInventory,1109.44,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,22.16,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,34.72,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,4419.68,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,2573.84,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-939.54,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1750.82,,,2021,Annual
Goodwill Net ,GoodwillNet,135.90,,,2021,Annual
Intangibles Net ,IntangiblesNet,8.54,,,2021,Annual
Long Term Investments ,LongTermInvestments,1402.53,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,252.31,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,39.00,,,2021,Annual
Total Assets ,TotalAssets,8008.78,,,2021,Annual
Accounts Payable ,AccountsPayable,1314.75,,,2021,Annual
Accrued Expenses ,AccruedExpenses,108.96,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1339.42,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,19.77,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,831.37,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,3614.27,,,2021,Annual
Long Term Debt ,LongTermDebt,747.15,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,15.17,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,762.32,,,2021,Annual
Total Debt ,TotalDebt,2121.51,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,8.69,,,2021,Annual
Minority Interest ,MinorityInterest,36.34,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,39.50,,,2021,Annual
Total Liabilities ,TotalLiabilities,4461.12,,,2021,Annual
Common Stock Total ,CommonStockTotal,24.05,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,244.98,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),3271.74,,,2021,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,0.04,,,2021,Annual
Other Equity Total ,OtherEquityTotal,6.85,,,2021,Annual
Total Equity ,TotalEquity,3547.66,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,8008.78,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,24.09,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,141.29,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
