displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,14415.00,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1363.00,,,2025,Annual
Non- Cash Items ,Non-CashItems,-836,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-3056,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,11886.00,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-1275,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,7748.00,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,6473.00,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-130,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-12473,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-498,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-13101,,,2025,Annual
Net Changein Cash ,NetChangeinCash,5258.00,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,130.00,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,2268.00,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
