displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,13346.00,,,2023,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1152.00,,,2023,Annual
Non- Cash Items ,Non-CashItems,-411,,,2023,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-4086,,,2023,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,10001.00,,,2023,Annual
Capital Expenditures ,CapitalExpenditures,-1192,,,2023,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-302,,,2023,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-1494,,,2023,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-90,,,2023,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-8474,,,2023,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-389,,,2023,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-8953,,,2023,Annual
Net Changein Cash ,NetChangeinCash,-446,,,2023,Annual
Cash Interest Paid ,CashInterestPaid,88.00,,,2023,Annual
Cash Taxes Paid ,CashTaxesPaid,3138.00,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
