displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,2957.00,,,2020,Annual
Cash Equivalents ,CashEquivalents,259.00,,,2020,Annual
Short Term Investments ,ShortTermInvestments,2957.00,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,6173.00,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,1149.00,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,2774.00,,,2020,Annual
Total Inventory ,TotalInventory,2767.00,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,290.00,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,317.00,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,12321.00,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,7994.00,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2437,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5557.00,,,2020,Annual
Goodwill Net ,GoodwillNet,117.00,,,2020,Annual
Intangibles Net ,IntangiblesNet,402.00,,,2020,Annual
Long Term Investments ,LongTermInvestments,3.00,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1317.00,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,436.00,,,2020,Annual
Total Assets ,TotalAssets,20153.00,,,2020,Annual
Accounts Payable ,AccountsPayable,7535.00,,,2020,Annual
Accrued Expenses ,AccruedExpenses,216.00,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,236.00,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1330.00,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,9317.00,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,606.00,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,606.00,,,2020,Annual
Total Debt ,TotalDebt,842.00,,,2020,Annual
Minority Interest ,MinorityInterest,17.00,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1984.00,,,2020,Annual
Total Liabilities ,TotalLiabilities,11924.00,,,2020,Annual
Common Stock Total ,CommonStockTotal,216.00,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,153.00,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),7881.00,,,2020,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,15.00,,,2020,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),1.00,,,2020,Annual
Other Equity Total ,OtherEquityTotal,-37,,,2020,Annual
Total Equity ,TotalEquity,8229.00,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,20153.00,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,216.48,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,35.61,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
