displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,95.00,,,2023,Annual
Cash Equivalents ,CashEquivalents,619.00,,,2023,Annual
Short Term Investments ,ShortTermInvestments,6465.00,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,7179.00,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,3079.00,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,3865.00,,,2023,Annual
Total Inventory ,TotalInventory,4251.00,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,435.00,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1268.00,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,16998.00,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,12833.00,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-4752,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,8081.00,,,2023,Annual
Goodwill Net ,GoodwillNet,17466.00,,,2023,Annual
Intangibles Net ,IntangiblesNet,28263.00,,,2023,Annual
Long Term Investments ,LongTermInvestments,680.00,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1472.00,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,127.00,,,2023,Annual
Total Assets ,TotalAssets,73087.00,,,2023,Annual
Accounts Payable ,AccountsPayable,9574.00,,,2023,Annual
Accrued Expenses ,AccruedExpenses,287.00,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,98.00,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,314.00,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1755.00,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,12028.00,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,807.00,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,807.00,,,2023,Annual
Total Debt ,TotalDebt,1219.00,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,6421.00,,,2023,Annual
Minority Interest ,MinorityInterest,218.00,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,3309.00,,,2023,Annual
Total Liabilities ,TotalLiabilities,22783.00,,,2023,Annual
Common Stock Total ,CommonStockTotal,235.00,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,40350.00,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),9726.00,,,2023,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),-1,,,2023,Annual
Other Equity Total ,OtherEquityTotal,-6,,,2023,Annual
Total Equity ,TotalEquity,50304.00,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,73087.00,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,234.96,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,19.47,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
