displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,123.00,,,2025,Annual
Cash Equivalents ,CashEquivalents,5948.00,,,2025,Annual
Short Term Investments ,ShortTermInvestments,4982.00,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,11053.00,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,3819.00,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,4675.00,,,2025,Annual
Total Inventory ,TotalInventory,4415.00,,,2025,Annual
Prepaid Expenses ,PrepaidExpenses,578.00,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1330.00,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,22051.00,,,2025,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,15891.00,,,2025,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-6257,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,9634.00,,,2025,Annual
Goodwill Net ,GoodwillNet,17466.00,,,2025,Annual
Intangibles Net ,IntangiblesNet,28244.00,,,2025,Annual
Long Term Investments ,LongTermInvestments,673.00,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1645.00,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,167.00,,,2025,Annual
Total Assets ,TotalAssets,79880.00,,,2025,Annual
Accounts Payable ,AccountsPayable,11315.00,,,2025,Annual
Accrued Expenses ,AccruedExpenses,417.00,,,2025,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1.00,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,404.00,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,4400.00,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,16537.00,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1243.00,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,1243.00,,,2025,Annual
Total Debt ,TotalDebt,1648.00,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,6685.00,,,2025,Annual
Minority Interest ,MinorityInterest,207.00,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,5806.00,,,2025,Annual
Total Liabilities ,TotalLiabilities,30478.00,,,2025,Annual
Common Stock Total ,CommonStockTotal,235.00,,,2025,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,40346.00,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),8821.00,,,2025,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),1.00,,,2025,Annual
Other Equity Total ,OtherEquityTotal,-1,,,2025,Annual
Total Equity ,TotalEquity,49402.00,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,79880.00,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,234.96,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,15.71,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
