displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,13926.00,,,2024,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1216.00,,,2024,Annual
Non- Cash Items ,Non-CashItems,-605,,,2024,Annual
Changesin Working Capital ,ChangesinWorkingCapital,932.00,,,2024,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,15469.00,,,2024,Annual
Capital Expenditures ,CapitalExpenditures,-1477,,,2024,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-3847,,,2024,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-5324,,,2024,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-110,,,2024,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-9416,,,2024,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-508,,,2024,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-10034,,,2024,Annual
Net Changein Cash ,NetChangeinCash,111.00,,,2024,Annual
Cash Interest Paid ,CashInterestPaid,110.00,,,2024,Annual
Cash Taxes Paid ,CashTaxesPaid,381.00,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
