displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,37.80
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,51.18
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,51.18
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,15.71
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,54.45
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,45.32
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,45.32
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,63.20
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,268.63
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,45.32
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,45.32
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,45.32
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,210.26
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,210.26
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,43.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,268.63
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,43.98
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,15.71
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,43.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,45.32
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,47.04
