displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,10606.00,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1134.00,,,2021,Annual
Non- Cash Items ,Non-CashItems,-69,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-2208,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,9463.00,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-4163,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,2635.00,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-1528,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-92,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-8811,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-406,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-9309,,,2021,Annual
Net Changein Cash ,NetChangeinCash,-1374,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,92.00,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,2407.00,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
