displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,192.00,,,2024,Annual
Cash Equivalents ,CashEquivalents,633.00,,,2024,Annual
Short Term Investments ,ShortTermInvestments,11051.00,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,11876.00,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,2997.00,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,3560.00,,,2024,Annual
Total Inventory ,TotalInventory,4022.00,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,399.00,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1467.00,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,21324.00,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,14401.00,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-5345,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,9056.00,,,2024,Annual
Goodwill Net ,GoodwillNet,17466.00,,,2024,Annual
Intangibles Net ,IntangiblesNet,28247.00,,,2024,Annual
Long Term Investments ,LongTermInvestments,711.00,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1568.00,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,127.00,,,2024,Annual
Total Assets ,TotalAssets,78499.00,,,2024,Annual
Accounts Payable ,AccountsPayable,10486.00,,,2024,Annual
Accrued Expenses ,AccruedExpenses,437.00,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,13.00,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,365.00,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1575.00,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,12876.00,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1106.00,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,1106.00,,,2024,Annual
Total Debt ,TotalDebt,1484.00,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,6557.00,,,2024,Annual
Minority Interest ,MinorityInterest,205.00,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,6537.00,,,2024,Annual
Total Liabilities ,TotalLiabilities,27281.00,,,2024,Annual
Common Stock Total ,CommonStockTotal,235.00,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,40348.00,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),10631.00,,,2024,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),1.00,,,2024,Annual
Other Equity Total ,OtherEquityTotal,3.00,,,2024,Annual
Total Equity ,TotalEquity,51218.00,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,78499.00,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,234.96,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,23.43,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
