displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,189.00,,,2021,Annual
Cash Equivalents ,CashEquivalents,1653.00,,,2021,Annual
Short Term Investments ,ShortTermInvestments,5128.00,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,6970.00,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,1758.00,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,3080.00,,,2021,Annual
Total Inventory ,TotalInventory,3579.00,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,333.00,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,255.00,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,14217.00,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,10252.00,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-3391,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,6861.00,,,2021,Annual
Goodwill Net ,GoodwillNet,17397.00,,,2021,Annual
Intangibles Net ,IntangiblesNet,27930.00,,,2021,Annual
Long Term Investments ,LongTermInvestments,610.00,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1715.00,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,27.00,,,2021,Annual
Total Assets ,TotalAssets,68757.00,,,2021,Annual
Accounts Payable ,AccountsPayable,8802.00,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,278.00,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2023.00,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,11103.00,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,731.00,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,731.00,,,2021,Annual
Total Debt ,TotalDebt,1009.00,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,5988.00,,,2021,Annual
Minority Interest ,MinorityInterest,20.00,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,3241.00,,,2021,Annual
Total Liabilities ,TotalLiabilities,21083.00,,,2021,Annual
Common Stock Total ,CommonStockTotal,235.00,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,40350.00,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),7063.00,,,2021,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,5.00,,,2021,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),1.00,,,2021,Annual
Other Equity Total ,OtherEquityTotal,20.00,,,2021,Annual
Total Equity ,TotalEquity,47674.00,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,68757.00,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,234.96,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,9.99,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
