displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,47028.00,,,2021,Annual
Total Revenue ,TotalRevenue,47028.00,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,23352.00,,,2021,Annual
Gross Profit ,GrossProfit,23676.00,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,10022.00,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1074.00,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),356.00,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,2006.00,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,36810.00,,,2021,Annual
Operating Income ,OperatingIncome,10218.00,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,322.00,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,95.00,,,2021,Annual
Other Net ,OtherNet,-29,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,10606.00,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,2606.00,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,8000.00,,,2021,Annual
Minority Interest ,MinorityInterest,-4,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,7996.00,,,2021,Annual
Total Extraordinary Items ,TotalExtraordinaryItems,-1,,,2021,Annual
Net Income ,NetIncome,7995.00,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,7996.00,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,7995.00,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,7995.00,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,234.96,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,34.03,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,31.00,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,34.87,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
