displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,9173.00,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1002.00,,,2020,Annual
Non- Cash Items ,Non-CashItems,-458,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-2094,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,7623.00,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-862,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,2653.00,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,1791.00,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-1151,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-5196,,,2020,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,0.00,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-472,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-6819,,,2020,Annual
Net Changein Cash ,NetChangeinCash,2595.00,,,2020,Annual
Cash Interest Paid ,CashInterestPaid,90.00,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,2505.00,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
