displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,3.61
"Revenue growth rate, 5 year",revenueGrowthRate5Year,9.67
"EPS growth rate, 5 year",ePSGrowthRate5Year,7.75
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,3.02
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,8.14
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,6.26
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),7.89
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,-13.69
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,8.53
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,8.14
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,1.98
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,6.37
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,40.79
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),-3.76
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,-0.11
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,8.48
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,14.37
