displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,117055.00,,,2025,Annual
Total Revenue ,TotalRevenue,117055.00,,,2025,Annual
Costof Revenue Total ,CostofRevenueTotal,17190.00,,,2025,Annual
Gross Profit ,GrossProfit,99865.00,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,66755.00,,,2025,Annual
Depreciation/ Amortization ,Depreciation/Amortization,4084.00,,,2025,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,7606.00,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,95635.00,,,2025,Annual
Operating Income ,OperatingIncome,21420.00,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-644,,,2025,Annual
Other Net ,OtherNet,2485.00,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,23261.00,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,5862.00,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,17399.00,,,2025,Annual
Minority Interest ,MinorityInterest,-9,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,17390.00,,,2025,Annual
Net Income ,NetIncome,17390.00,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,17390.00,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,17390.00,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,17390.00,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,271.34,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,64.09,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,54.00,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,64.09,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
