displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,16951.00,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,4326.00,,,2022,Annual
Non- Cash Items ,Non-CashItems,-385,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-3992,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,16900.00,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-1645,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,3122.00,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,1477.00,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-1188,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-11389,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-804,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1127,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-14508,,,2022,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,120.00,,,2022,Annual
Net Changein Cash ,NetChangeinCash,3989.00,,,2022,Annual
Cash Interest Paid ,CashInterestPaid,69.00,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,3544.00,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
