displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,23261.00,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,4084.00,,,2025,Annual
Non- Cash Items ,Non-CashItems,-1851,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-3233,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,22261.00,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-1108,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-3806,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-4914,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-101,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-16250,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-676,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1534,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-18561,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,18.00,,,2025,Annual
Net Changein Cash ,NetChangeinCash,-1196,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,51.00,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,4649.00,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
