displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,15853.00,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,4495.00,,,2021,Annual
Non- Cash Items ,Non-CashItems,-326,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-404,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,19618.00,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-1904,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-3838,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-5742,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-6657,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-3256,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1267,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-11180,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,65.00,,,2021,Annual
Net Changein Cash ,NetChangeinCash,2761.00,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,139.00,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,3536.00,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
