displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,85651.00,,,2022,Annual
Total Revenue ,TotalRevenue,85651.00,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,14387.00,,,2022,Annual
Gross Profit ,GrossProfit,71264.00,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,50120.00,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,4326.00,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,614.00,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,69447.00,,,2022,Annual
Operating Income ,OperatingIncome,16204.00,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,845.00,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,15.00,,,2022,Annual
Other Net ,OtherNet,-112,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,16952.00,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,3428.00,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,13524.00,,,2022,Annual
Minority Interest ,MinorityInterest,-24,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,13500.00,,,2022,Annual
Net Income ,NetIncome,13500.00,,,2022,Annual
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,-10,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,13499.00,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,13499.00,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,13499.00,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,271.20,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,49.77,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,44.00,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,49.73,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
