displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,109913.00,,,2024,Annual
Total Revenue ,TotalRevenue,109913.00,,,2024,Annual
Costof Revenue Total ,CostofRevenueTotal,17352.00,,,2024,Annual
Gross Profit ,GrossProfit,92561.00,,,2024,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,67175.00,,,2024,Annual
Depreciation/ Amortization ,Depreciation/Amortization,4173.00,,,2024,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1186.00,,,2024,Annual
Total Operating Expense ,TotalOperatingExpense,89886.00,,,2024,Annual
Operating Income ,OperatingIncome,20027.00,,,2024,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,1283.00,,,2024,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,4.00,,,2024,Annual
Other Net ,OtherNet,-347,,,2024,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,20967.00,,,2024,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,5257.00,,,2024,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,15710.00,,,2024,Annual
Minority Interest ,MinorityInterest,-8,,,2024,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,15702.00,,,2024,Annual
Net Income ,NetIncome,15702.00,,,2024,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,15702.00,,,2024,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,15702.00,,,2024,Annual
Diluted Net Income ,DilutedNetIncome,15702.00,,,2024,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,271.39,,,2024,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,57.86,,,2024,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,52.00,,,2024,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,57.85,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
