displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,101456.00,,,2023,Annual
Total Revenue ,TotalRevenue,101456.00,,,2023,Annual
Costof Revenue Total ,CostofRevenueTotal,17457.00,,,2023,Annual
Gross Profit ,GrossProfit,83999.00,,,2023,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,60411.00,,,2023,Annual
Depreciation/ Amortization ,Depreciation/Amortization,4145.00,,,2023,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,960.00,,,2023,Annual
Total Operating Expense ,TotalOperatingExpense,82973.00,,,2023,Annual
Operating Income ,OperatingIncome,18483.00,,,2023,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,777.00,,,2023,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,162.00,,,2023,Annual
Other Net ,OtherNet,66.00,,,2023,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,19488.00,,,2023,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,4643.00,,,2023,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,14845.00,,,2023,Annual
Minority Interest ,MinorityInterest,6.00,,,2023,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,14851.00,,,2023,Annual
Net Income ,NetIncome,14851.00,,,2023,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,14851.00,,,2023,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,14851.00,,,2023,Annual
Diluted Net Income ,DilutedNetIncome,14851.00,,,2023,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,271.07,,,2023,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,54.79,,,2023,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,48.00,,,2023,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,54.33,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
