displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,28057.00,,,2025,Interim
Total Revenue ,TotalRevenue,28057.00,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,3970.00,,,2025,Interim
Gross Profit ,GrossProfit,24087.00,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,16410.00,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,998.00,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1884.00,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,23262.00,,,2025,Interim
Operating Income ,OperatingIncome,4795.00,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-191,,,2025,Interim
Other Net ,OtherNet,1103.00,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,5707.00,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1448.00,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,4259.00,,,2025,Interim
Minority Interest ,MinorityInterest,-2,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,4257.00,,,2025,Interim
Net Income ,NetIncome,4257.00,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,4257.00,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,4257.00,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,4257.00,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,271.32,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,15.69,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,12.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,15.69,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
