displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,5267.00,,,2023,Annual
Cash Equivalents ,CashEquivalents,3790.00,,,2023,Annual
Short Term Investments ,ShortTermInvestments,11044.00,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,20101.00,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,26416.00,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,30248.00,,,2023,Annual
Total Inventory ,TotalInventory,332.00,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,1645.00,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1251.00,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,53577.00,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,16118.00,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-8410,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,7748.00,,,2023,Annual
Goodwill Net ,GoodwillNet,18567.00,,,2023,Annual
Intangibles Net ,IntangiblesNet,8344.00,,,2023,Annual
Long Term Investments ,LongTermInvestments,488.00,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1375.00,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,3312.00,,,2023,Annual
Total Assets ,TotalAssets,93411.00,,,2023,Annual
Accounts Payable ,AccountsPayable,2973.00,,,2023,Annual
Accrued Expenses ,AccruedExpenses,8172.00,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1011.00,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,9275.00,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,21431.00,,,2023,Annual
Long Term Debt ,LongTermDebt,2111.00,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1664.00,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,3775.00,,,2023,Annual
Total Debt ,TotalDebt,4786.00,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,161.00,,,2023,Annual
Minority Interest ,MinorityInterest,-7,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,2646.00,,,2023,Annual
Total Liabilities ,TotalLiabilities,28006.00,,,2023,Annual
Common Stock Total ,CommonStockTotal,543.00,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,7.00,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),60847.00,,,2023,Annual
Treasury Stock- Common ,TreasuryStock-Common,-801,,,2023,Annual
Other Equity Total ,OtherEquityTotal,4809.00,,,2023,Annual
Total Equity ,TotalEquity,65405.00,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,93411.00,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,271.37,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,141.85,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
