displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,13980.00,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,3420.00,,,2020,Annual
Non- Cash Items ,Non-CashItems,77.00,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-4118,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,13359.00,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-1866,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-10508,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-12374,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-699,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1357,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1112,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-3168,,,2020,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,42.00,,,2020,Annual
Net Changein Cash ,NetChangeinCash,-2141,,,2020,Annual
Cash Interest Paid ,CashInterestPaid,136.00,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,2697.00,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
