displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,3606.00,,,2021,Annual
Cash Equivalents ,CashEquivalents,2909.00,,,2021,Annual
Short Term Investments ,ShortTermInvestments,9135.00,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,15650.00,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,18079.00,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,24881.00,,,2021,Annual
Total Inventory ,TotalInventory,189.00,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,1282.00,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1050.00,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,43052.00,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,14430.00,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-6378,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,8364.00,,,2021,Annual
Goodwill Net ,GoodwillNet,17192.00,,,2021,Annual
Intangibles Net ,IntangiblesNet,11901.00,,,2021,Annual
Long Term Investments ,LongTermInvestments,90.00,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,2413.00,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,3182.00,,,2021,Annual
Total Assets ,TotalAssets,86194.00,,,2021,Annual
Accounts Payable ,AccountsPayable,2380.00,,,2021,Annual
Accrued Expenses ,AccruedExpenses,3306.00,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,770.00,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,10927.00,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,17383.00,,,2021,Annual
Long Term Debt ,LongTermDebt,3828.00,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1903.00,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,5731.00,,,2021,Annual
Total Debt ,TotalDebt,6501.00,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,147.00,,,2021,Annual
Minority Interest ,MinorityInterest,620.00,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,2400.00,,,2021,Annual
Total Liabilities ,TotalLiabilities,26281.00,,,2021,Annual
Common Stock Total ,CommonStockTotal,543.00,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,7.00,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),56418.00,,,2021,Annual
Other Equity Total ,OtherEquityTotal,2945.00,,,2021,Annual
Total Equity ,TotalEquity,59913.00,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,86194.00,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,271.37,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,113.57,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
