displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,8506.00,,,2024,Annual
Cash Equivalents ,CashEquivalents,935.00,,,2024,Annual
Short Term Investments ,ShortTermInvestments,17737.00,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,27178.00,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,26797.00,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,28777.00,,,2024,Annual
Total Inventory ,TotalInventory,287.00,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,1821.00,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1268.00,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,59331.00,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,17359.00,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-9558,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,7909.00,,,2024,Annual
Goodwill Net ,GoodwillNet,20132.00,,,2024,Annual
Intangibles Net ,IntangiblesNet,7130.00,,,2024,Annual
Long Term Investments ,LongTermInvestments,349.00,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1652.00,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,3274.00,,,2024,Annual
Total Assets ,TotalAssets,99777.00,,,2024,Annual
Accounts Payable ,AccountsPayable,2917.00,,,2024,Annual
Accrued Expenses ,AccruedExpenses,8241.00,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,15.00,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1179.00,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,10374.00,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,22726.00,,,2024,Annual
Long Term Debt ,LongTermDebt,2223.00,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,2339.00,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,4562.00,,,2024,Annual
Total Debt ,TotalDebt,5756.00,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,771.00,,,2024,Annual
Minority Interest ,MinorityInterest,8.00,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,3447.00,,,2024,Annual
Total Liabilities ,TotalLiabilities,31514.00,,,2024,Annual
Common Stock Total ,CommonStockTotal,543.00,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,7.00,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),62588.00,,,2024,Annual
Treasury Stock- Common ,TreasuryStock-Common,-722,,,2024,Annual
Other Equity Total ,OtherEquityTotal,5847.00,,,2024,Annual
Total Equity ,TotalEquity,68263.00,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,99777.00,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,271.37,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,151.09,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
