displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,79093.40,,,2022,Annual
Total Revenue ,TotalRevenue,79093.40,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,55587.20,,,2022,Annual
Gross Profit ,GrossProfit,23506.20,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,8479.80,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1651.90,,,2022,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,-435.50,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,-218.60,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,65064.80,,,2022,Annual
Operating Income ,OperatingIncome,14028.60,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,1098.90,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,15127.50,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,2894.60,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,12232.90,,,2022,Annual
Minority Interest ,MinorityInterest,-13.80,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,12219.10,,,2022,Annual
Net Income ,NetIncome,12219.10,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,12219.10,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,12219.10,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,12219.10,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1096.42,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,11.14,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,3.00,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,11.14,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
