displayName,key,value
Market Cap,marketCap,260563.40
52 week Low Date,52WeekLowDate,2024-06-06T00:00:00
Price - 1 Day % Change,price1DayPercentChange,0.44
Relative (S&P500) price percent change - 13 week,relativePricePercentChange13Week,-20.84
Avg trading volume last 10 days,avgTradingVolumeLast10Days,7.74
Price - 13 week price percent change,price13WeekPricePercentChange,-13.28
Price - 52 week price percent change,price52WeekPricePercentChange,9.83
Avg Trading Volume Last 3 months,avgTradingVolumeLast3months,252.27
Price - 5 Day % Change,price5DayPercentChange,-0.88
Price % Change Month To Date,pricePercentChangeMonthToDate,-0.69
Relative (S&P500) price percent change - 04 week,relativePricePercentChange-04week,1.24
52 week High Date,52WeekHighDate,2025-01-23T00:00:00
Price - 26 week price percent change,price26WeekPricePercentChange,-17.16
PDATE,PDATE,2025-06-05T00:00:00
Price - YTD price percent change,priceYTDPricePercentChange,-17.86
Relative (S&P500) price percent change - 52 week,relativePricePercentChange52Week,0.31
NPRICE,NPRICE,247.94
Relative (S&P500) price percent change - 26 week,relativePricePercentChange26Week,-16.83
52 week Low,52WeekLow,226.30
52 week High,52WeekHigh,324.60
Beta,beta,0.88
Relative (S&P500) price percent change - Year to Date,relativePricePercentChangeYearToDate,-21.19
