displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,3036.60,,,2025,Interim
Depreciation/ Depletion ,Depreciation/Depletion,728.90,,,2025,Interim
Non- Cash Items ,Non-CashItems,708.10,,,2025,Interim
Changesin Working Capital ,ChangesinWorkingCapital,-477.70,,,2025,Interim
Cashfrom Operating Activities ,CashfromOperatingActivities,3995.90,,,2025,Interim
Capital Expenditures ,CapitalExpenditures,-261.90,,,2025,Interim
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-3343.10,,,2025,Interim
Cashfrom Investing Activities ,CashfromInvestingActivities,-3605,,,2025,Interim
Financing Cash Flow Items ,FinancingCashFlowItems,-224.70,,,2025,Interim
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,1.00,,,2025,Interim
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,45.30,,,2025,Interim
Cashfrom Financing Activities ,CashfromFinancingActivities,-178.40,,,2025,Interim
Foreign Exchange Effects ,ForeignExchangeEffects,-79.20,,,2025,Interim
Net Changein Cash ,NetChangeinCash,133.30,,,2025,Interim
Cash Interest Paid ,CashInterestPaid,224.70,,,2025,Interim
Cash Taxes Paid ,CashTaxesPaid,512.00,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
