displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,6064.80,,,2024,Annual
Cash Equivalents ,CashEquivalents,3630.50,,,2024,Annual
Short Term Investments ,ShortTermInvestments,31342.20,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,41037.50,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,19390.60,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,21266.50,,,2024,Annual
Total Inventory ,TotalInventory,417.40,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,1757.40,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,587.40,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,65066.20,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,22006.00,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-12049.70,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,9956.30,,,2024,Annual
Goodwill Net ,GoodwillNet,31600.20,,,2024,Annual
Intangibles Net ,IntangiblesNet,3274.80,,,2024,Annual
Long Term Investments ,LongTermInvestments,2273.20,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1735.80,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1339.40,,,2024,Annual
Total Assets ,TotalAssets,115245.90,,,2024,Annual
Accounts Payable ,AccountsPayable,2327.50,,,2024,Annual
Accrued Expenses ,AccruedExpenses,8134.80,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,7916.60,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,922.10,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,5944.80,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,25245.80,,,2024,Annual
Long Term Debt ,LongTermDebt,6230.00,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1396.20,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,7626.20,,,2024,Annual
Total Debt ,TotalDebt,16464.90,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,1746.70,,,2024,Annual
Minority Interest ,MinorityInterest,134.00,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,5504.90,,,2024,Annual
Total Liabilities ,TotalLiabilities,40257.60,,,2024,Annual
Common Stock Total ,CommonStockTotal,1045.00,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,329.10,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),68830.30,,,2024,Annual
Other Equity Total ,OtherEquityTotal,4783.90,,,2024,Annual
Total Equity ,TotalEquity,74988.30,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,115245.90,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1043.84,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,38.43,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
