displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,61943.00,,,2021,Annual
Total Revenue ,TotalRevenue,61943.00,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,42320.50,,,2021,Annual
Gross Profit ,GrossProfit,19622.50,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,6928.80,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,472.90,,,2021,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,-299.50,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),187.90,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,27.10,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,49637.70,,,2021,Annual
Operating Income ,OperatingIncome,12305.30,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,1595.40,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,13900.70,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,3034.50,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,10866.20,,,2021,Annual
Minority Interest ,MinorityInterest,-71.60,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,10794.60,,,2021,Annual
Net Income ,NetIncome,10794.60,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,10794.60,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,10794.60,,,2021,Annual
Dilution Adjustment ,DilutionAdjustment,0.00,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,10794.60,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1132.33,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,9.53,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.50,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,9.77,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
