displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,6268.10,,,2025,Interim
Cash Equivalents ,CashEquivalents,3562.30,,,2025,Interim
Short Term Investments ,ShortTermInvestments,35253.60,,,2025,Interim
Cashand Short Term Investments ,CashandShortTermInvestments,45084.00,,,2025,Interim
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,19578.10,,,2025,Interim
Total Receivables Net ,TotalReceivablesNet,21433.30,,,2025,Interim
Total Inventory ,TotalInventory,271.80,,,2025,Interim
Prepaid Expenses ,PrepaidExpenses,1880.90,,,2025,Interim
Other Current Assets Total ,OtherCurrentAssetsTotal,690.50,,,2025,Interim
Total Current Assets ,TotalCurrentAssets,69360.50,,,2025,Interim
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,22095.00,,,2025,Interim
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-12176,,,2025,Interim
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,9919.00,,,2025,Interim
Goodwill Net ,GoodwillNet,31605.40,,,2025,Interim
Intangibles Net ,IntangiblesNet,3097.10,,,2025,Interim
Long Term Investments ,LongTermInvestments,2226.10,,,2025,Interim
Note Receivable- Long Term ,NoteReceivable-LongTerm,1398.10,,,2025,Interim
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1475.40,,,2025,Interim
Total Assets ,TotalAssets,119081.60,,,2025,Interim
Accounts Payable ,AccountsPayable,2220.30,,,2025,Interim
Accrued Expenses ,AccruedExpenses,7831.90,,,2025,Interim
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,8228.30,,,2025,Interim
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,811.50,,,2025,Interim
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,6553.10,,,2025,Interim
Total Current Liabilities ,TotalCurrentLiabilities,25645.10,,,2025,Interim
Long Term Debt ,LongTermDebt,6231.70,,,2025,Interim
Capital Lease Obligations ,CapitalLeaseObligations,1619.10,,,2025,Interim
Total Long Term Debt ,TotalLongTermDebt,7850.80,,,2025,Interim
Total Debt ,TotalDebt,16890.60,,,2025,Interim
Deferred Income Tax ,DeferredIncomeTax,1723.10,,,2025,Interim
Minority Interest ,MinorityInterest,166.90,,,2025,Interim
Other Liabilities Total ,OtherLiabilitiesTotal,5686.40,,,2025,Interim
Total Liabilities ,TotalLiabilities,41072.30,,,2025,Interim
Common Stock Total ,CommonStockTotal,1046.00,,,2025,Interim
Additional Paid- In Capital ,AdditionalPaid-InCapital,551.20,,,2025,Interim
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),71737.30,,,2025,Interim
Other Equity Total ,OtherEquityTotal,4674.80,,,2025,Interim
Total Equity ,TotalEquity,78009.30,,,2025,Interim
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,119081.60,,,2025,Interim
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1044.84,,,2025,Interim
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,41.45,,,2025,Interim
period Length ,periodLength,0.00,,,2025,Interim
