displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,19.80
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,2.42
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,3.13
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,16.74
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,20.88
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,19.80
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,13.03
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,5.44
Dividend Yield - 5 Year Average,dividendYield5YearAverage,0.88
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,2.91
"Net Debt, LFI",netDebtLFI,-340836
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,5.44
Price to Book - most recent quarter,priceToBookMostRecentQuarter,3.13
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,2.42
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,16.13
Peg Ratio,pegRatio,4.99
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,28.17
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,19.60
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,32.45
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,19.80
Price to sales - trailing 12 month,priceToSalesTrailing12Month,2.91
"Net Debt, LFY",netDebtLFY,-340836
