displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,21963.80,,,2025,Interim
Total Revenue ,TotalRevenue,21963.80,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,15330.60,,,2025,Interim
Gross Profit ,GrossProfit,6633.20,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2827.50,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,178.20,,,2025,Interim
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,20.60,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,18356.90,,,2025,Interim
Operating Income ,OperatingIncome,3606.90,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,414.70,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,4021.60,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,985.00,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,3036.60,,,2025,Interim
Minority Interest ,MinorityInterest,-33.40,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3003.20,,,2025,Interim
Net Income ,NetIncome,3003.20,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3003.20,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3003.20,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,3003.20,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1047.35,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,2.87,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,2.87,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
