displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,13218.00,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,2957.90,,,2025,Annual
Non- Cash Items ,Non-CashItems,2356.80,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-1590.10,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,16942.60,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-1473.70,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-6599.30,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-8073,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-868.90,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-6275,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,2.70,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,744.90,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-6396.30,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,29.00,,,2025,Annual
Net Changein Cash ,NetChangeinCash,2502.30,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,868.90,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,2617.50,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
