displayName,key,value
Market Cap,marketCap,370531.30
52 week Low Date,52WeekLowDate,2025-01-27T00:00:00
Price - 1 Day % Change,price1DayPercentChange,-1.02
Relative (S&P500) price percent change - 13 week,relativePricePercentChange13Week,2.30
Avg trading volume last 10 days,avgTradingVolumeLast10Days,6.26
Price - 13 week price percent change,price13WeekPricePercentChange,12.08
Price - 52 week price percent change,price52WeekPricePercentChange,-2.15
Avg Trading Volume Last 3 months,avgTradingVolumeLast3months,138.15
Price - 5 Day % Change,price5DayPercentChange,-3.55
Price % Change Month To Date,pricePercentChangeMonthToDate,-2.78
Relative (S&P500) price percent change - 04 week,relativePricePercentChange-04week,-2.47
52 week High Date,52WeekHighDate,2024-07-12T00:00:00
Price - 26 week price percent change,price26WeekPricePercentChange,-0.63
PDATE,PDATE,2025-06-05T00:00:00
Price - YTD price percent change,priceYTDPricePercentChange,8.86
Relative (S&P500) price percent change - 52 week,relativePricePercentChange52Week,-10.63
NPRICE,NPRICE,1159.00
Relative (S&P500) price percent change - 26 week,relativePricePercentChange26Week,-0.24
52 week Low,52WeekLow,933.50
52 week High,52WeekHigh,1339.65
Beta,beta,1.23
Relative (S&P500) price percent change - Year to Date,relativePricePercentChangeYearToDate,4.44
