displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,5.95
"Revenue growth rate, 5 year",revenueGrowthRate5Year,14.86
"EPS growth rate, 5 year",ePSGrowthRate5Year,43.82
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,7.35
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,0.00
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,25.49
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),12.12
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,7.51
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,16.79
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,17.24
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,12.96
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,22.76
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,14.59
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),-1.66
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,28.16
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,16.67
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,6.79
