displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,5254.40,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,806.07,,,2020,Annual
Non- Cash Items ,Non-CashItems,6255.83,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,18099.33,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,30415.64,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-1104.27,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-8554.59,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-9658.86,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,28.94,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-331.86,,,2020,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,15237.71,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-6069.66,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,8865.13,,,2020,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,173.56,,,2020,Annual
Net Changein Cash ,NetChangeinCash,29795.47,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,3037.03,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
