displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,12.78
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.09
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,1.92
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,8.63
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,12.15
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,12.86
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,11.76
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,1.92
Dividend Yield - 5 Year Average,dividendYield5YearAverage,
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,4.23
"Net Debt, LFI",netDebtLFI,1179881.00
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,1.92
Price to Book - most recent quarter,priceToBookMostRecentQuarter,1.92
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.09
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,
Peg Ratio,pegRatio,0.50
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,8.63
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,12.78
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,63.26
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,12.86
Price to sales - trailing 12 month,priceToSalesTrailing12Month,4.23
"Net Debt, LFY",netDebtLFY,1179881.00
