Date,Volume,Delivery (%)
2024-06-06,12139421,50.0
2024-06-07,9504990,41.0
2024-06-10,10902970,60.0
2024-06-11,9514988,61.0
2024-06-12,7301892,48.0
2024-06-13,5381374,60.0
2024-06-14,5102319,47.0
2024-06-18,6910026,62.0
2024-06-19,18244846,39.0
2024-06-20,8325070,54.0
2024-06-21,30184277,76.0
2024-06-24,7600955,50.0
2024-06-25,17925053,44.0
2024-06-26,14054072,60.0
2024-06-27,22625663,
2024-06-28,7615034,52.0
2024-07-01,6403209,46.0
2024-07-02,10028060,45.0
2024-07-03,15404107,48.0
2024-07-04,4899320,44.0
2024-07-05,9129918,51.0
2024-07-08,4517073,53.0
2024-07-09,6968782,64.0
2024-07-10,9084877,53.0
2024-07-11,7982470,63.0
2024-07-12,11903341,54.0
2024-07-15,12574678,46.0
2024-07-16,5514106,54.0
2024-07-18,7012689,48.0
2024-07-19,4891996,47.0
2024-07-22,7133783,54.0
2024-07-23,8917391,39.0
2024-07-24,10443922,29.0
2024-07-25,33606672,55.0
2024-07-26,19023138,62.0
2024-07-29,20933418,44.0
2024-07-30,19309314,63.0
2024-07-31,17456841,60.0
2024-08-01,11349648,71.0
2024-08-02,11025844,68.0
2024-08-05,12687472,62.0
2024-08-06,8630993,58.0
2024-08-07,8415128,49.0
2024-08-08,7996088,51.0
2024-08-09,6571494,53.0
2024-08-12,9952897,56.0
2024-08-13,6270974,48.0
2024-08-14,5069765,60.0
2024-08-16,6566751,52.0
2024-08-19,6990555,56.0
2024-08-20,6808001,40.0
2024-08-21,9579617,61.0
2024-08-22,5928513,65.0
2024-08-23,5491488,67.0
2024-08-26,3844538,54.0
2024-08-27,8755216,45.0
2024-08-28,5519299,53.0
2024-08-29,7335788,60.0
2024-08-30,10372157,58.0
2024-09-02,6959481,48.0
2024-09-03,8008552,61.0
2024-09-04,6621649,59.0
2024-09-05,4260427,67.0
2024-09-06,10377452,64.0
2024-09-09,7898699,60.0
2024-09-10,8806248,50.0
2024-09-11,6034285,50.0
2024-09-12,7633636,58.0
2024-09-13,7216027,61.0
2024-09-16,4631794,46.0
2024-09-17,8148360,51.0
2024-09-18,8280063,52.0
2024-09-19,8508761,56.0
2024-09-20,15869130,57.0
2024-09-23,5846628,53.0
2024-09-24,9267433,67.0
2024-09-25,7061604,49.0
2024-09-26,7370699,60.0
2024-09-27,13479159,77.0
2024-09-30,8851190,65.0
2024-10-01,11246190,73.0
2024-10-03,18514894,78.0
2024-10-04,16699699,64.0
2024-10-07,23223922,51.0
2024-10-08,8510959,57.0
2024-10-09,9935057,47.0
2024-10-10,6868554,58.0
2024-10-11,5698557,60.0
2024-10-14,10165023,64.0
2024-10-15,9059542,65.0
2024-10-16,7791179,63.0
2024-10-17,6701483,55.0
2024-10-18,21542977,40.0
2024-10-21,7885702,50.0
