displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,18841.86,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1048.99,,,2022,Annual
Non- Cash Items ,Non-CashItems,2940.35,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,5306.10,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,28137.30,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-1408.97,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-25823.13,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-27232.10,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,87.60,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,277.03,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,47529.45,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,47894.08,,,2022,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,119.87,,,2022,Annual
Net Changein Cash ,NetChangeinCash,48919.15,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,4446.06,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
