displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,23616.28,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,4428.67,,,2022,Annual
Non- Cash Items ,Non-CashItems,1899.60,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,11162.22,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,41106.77,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-12023.70,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-13690.81,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-25714.51,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-84.68,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-10783.37,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-2573.19,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-13441.24,,,2022,Annual
Net Changein Cash ,NetChangeinCash,1951.02,,,2022,Annual
Cash Interest Paid ,CashInterestPaid,84.68,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,5558.12,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
