displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,21.85
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,72.12
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,72.12
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,146.09
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,64.69
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,57.37
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,57.37
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,76.37
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,228.37
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,57.37
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,57.37
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,57.37
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,160.81
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,160.81
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,26.50
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,232.62
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,57.37
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,146.09
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,26.50
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,57.37
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,64.69
