displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,90026.01,,,2021,Annual
Total Revenue ,TotalRevenue,90026.01,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,60478.64,,,2021,Annual
Gross Profit ,GrossProfit,29547.37,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,6401.73,,,2021,Annual
Research Development ,ResearchDevelopment,27.52,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,3696.92,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),20.93,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,3031.43,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,73657.17,,,2021,Annual
Operating Income ,OperatingIncome,16368.84,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,1582.01,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-1.02,,,2021,Annual
Other Net ,OtherNet,59.41,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,18009.24,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,5307.07,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,12702.17,,,2021,Annual
Minority Interest ,MinorityInterest,-2.28,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,12699.89,,,2021,Annual
Net Income ,NetIncome,12699.89,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,12699.89,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,12699.89,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,12699.89,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,616.27,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,20.61,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,16.00,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,20.70,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
