displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,-16.60
"Revenue growth rate, 5 year",revenueGrowthRate5Year,8.33
"EPS growth rate, 5 year",ePSGrowthRate5Year,16.16
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,1.11
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,15.95
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,26.76
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),8.33
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,22.94
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,16.87
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,18.79
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,-1.11
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,9.33
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,25.25
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),-29.22
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,7.21
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,14.50
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,7.29
