displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,8412.87,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,10421.33,,,2025,Annual
Non- Cash Items ,Non-CashItems,5094.82,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-417.21,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,23511.81,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-15670.52,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,1497.79,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-14172.73,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-7837.52,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-4489.87,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,5324.95,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-7002.44,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,187.48,,,2025,Annual
Net Changein Cash ,NetChangeinCash,2524.12,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,8119.17,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,2624.23,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
