displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,2975.53,,,2019,Annual
Short Term Investments ,ShortTermInvestments,2524.86,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,5500.39,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,11853.10,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,14253.45,,,2019,Annual
Total Inventory ,TotalInventory,31656.10,,,2019,Annual
Prepaid Expenses ,PrepaidExpenses,15.18,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,7565.86,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,58990.98,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,186958.41,,,2019,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-50550.93,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,136407.48,,,2019,Annual
Goodwill Net ,GoodwillNet,3996.62,,,2019,Annual
Intangibles Net ,IntangiblesNet,2679.02,,,2019,Annual
Long Term Investments ,LongTermInvestments,3213.31,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,4979.92,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,23315.06,,,2019,Annual
Total Assets ,TotalAssets,233582.39,,,2019,Annual
Accounts Payable ,AccountsPayable,21716.96,,,2019,Annual
Accrued Expenses ,AccruedExpenses,969.65,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,172.97,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,20300.52,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,17874.03,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,61034.13,,,2019,Annual
Long Term Debt ,LongTermDebt,76883.89,,,2019,Annual
Capital Lease Obligations ,CapitalLeaseObligations,3458.84,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,80342.73,,,2019,Annual
Total Debt ,TotalDebt,100816.22,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,12459.89,,,2019,Annual
Minority Interest ,MinorityInterest,2364.46,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,8456.10,,,2019,Annual
Total Liabilities ,TotalLiabilities,164657.31,,,2019,Annual
Common Stock Total ,CommonStockTotal,1144.74,,,2019,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,27778.29,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),30114.90,,,2019,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),80.28,,,2019,Annual
Other Equity Total ,OtherEquityTotal,9806.87,,,2019,Annual
Total Equity ,TotalEquity,68925.08,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,233582.39,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1202.94,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,51.75,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
