displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,15604.68,,,2022,Annual
Short Term Investments ,ShortTermInvestments,8524.42,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,24129.10,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,12275.20,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,14610.40,,,2022,Annual
Total Inventory ,TotalInventory,48824.39,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,4992.72,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,92556.61,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,204569.78,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-80065.62,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,145731.78,,,2022,Annual
Goodwill Net ,GoodwillNet,4311.20,,,2022,Annual
Intangibles Net ,IntangiblesNet,5290.40,,,2022,Annual
Long Term Investments ,LongTermInvestments,4615.43,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,7384.35,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,25555.83,,,2022,Annual
Total Assets ,TotalAssets,285445.60,,,2022,Annual
Accounts Payable ,AccountsPayable,36764.87,,,2022,Annual
Accrued Expenses ,AccruedExpenses,1018.32,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,4328.07,,,2022,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,20772.75,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,27703.99,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,90588.00,,,2022,Annual
Long Term Debt ,LongTermDebt,44764.07,,,2022,Annual
Capital Lease Obligations ,CapitalLeaseObligations,5696.46,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,50460.53,,,2022,Annual
Total Debt ,TotalDebt,75561.35,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,12325.78,,,2022,Annual
Minority Interest ,MinorityInterest,2655.42,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,14972.83,,,2022,Annual
Total Liabilities ,TotalLiabilities,171002.56,,,2022,Annual
Common Stock Total ,CommonStockTotal,1221.01,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,31286.93,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),72824.05,,,2022,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),896.78,,,2022,Annual
Other Equity Total ,OtherEquityTotal,8214.27,,,2022,Annual
Total Equity ,TotalEquity,114443.04,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,285445.60,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1221.18,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,85.85,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
